CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE,GRADEDATE,RECORDDATE
40812946,TSUKUSHI RESTAURANT,1,300,EAST   41 STREET,10017,2125998888,49,03/21/13 0:00,P,09B,25,,,01:06.2
40911251,SUSHI SEKI,1,1143,1 AVENUE                                          ,10065,2123710238,49,04/29/11 0:00,F,08C,64,,,01:06.2
40911251,SUSHI SEKI,1,1143,1 AVENUE                                          ,10065,2123710238,49,02/2/12 0:00,P,10H,16,,,01:06.2
40911251,SUSHI SEKI,1,1143,1 AVENUE                                          ,10065,2123710238,49,02/27/12 0:00,U,02B,9,B,02/27/12 0:00,01:06.2
40911251,SUSHI SEKI,1,1143,1 AVENUE                                          ,10065,2123710238,49,10/2/12 0:00,P,02B,17,,,01:06.2
40911251,SUSHI SEKI,1,1143,1 AVENUE                                          ,10065,2123710238,49,07/10/13 0:00,F,04N,47,,,01:06.2
40911251,SUSHI SEKI,1,1143,1 AVENUE                                          ,10065,2123710238,49,07/10/13 0:00,F,08A,47,,,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,01/6/10 11:32,D,10G,6,,,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,02/22/11 0:00,F,05D,34,,,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,03/8/11 0:00,D,06C,13,A,03/8/11 0:00,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,08/24/11 0:00,F,04H,30,,,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,09/27/11 0:00,U,02G,23,B,09/27/11 0:00,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,08/1/12 0:00,D,08A,10,A,08/1/12 0:00,01:06.2
40809799,TATANY 72,1,1400,2 AVENUE,10021,2124721700,49,09/21/10 0:00,U,06D,18,B,09/21/10 0:00,01:06.2
40809799,TATANY 72,1,1400,2 AVENUE,10021,2124721700,49,04/13/11 0:00,F,04M,58,,,01:06.2
40809799,TATANY 72,1,1400,2 AVENUE,10021,2124721700,49,04/13/11 0:00,F,06D,58,,,01:06.2
40809799,TATANY 72,1,1400,2 AVENUE,10021,2124721700,49,04/13/11 0:00,F,10B,58,,,01:06.2
40809799,TATANY 72,1,1400,2 AVENUE,10021,2124721700,49,05/19/11 0:00,U,10A,26,B,05/19/11 0:00,01:06.2
40809799,TATANY 72,1,1400,2 AVENUE,10021,2124721700,49,05/19/11 0:00,U,10B,26,B,05/19/11 0:00,01:06.2
40809799,TATANY 72,1,1400,2 AVENUE,10021,2124721700,49,10/2/12 0:00,F,06A,34,,,01:06.2
40815044,IRON CHEF HOUSE,3,92,CLARK STREET,11201,7188588517,49,12/28/11 0:00,F,08A,43,,,01:06.2
40815044,IRON CHEF HOUSE,3,92,CLARK STREET,11201,7188588517,49,01/12/12 0:00,U,09B,23,B,01/12/12 0:00,01:06.2
40815044,IRON CHEF HOUSE,3,92,CLARK STREET,11201,7188588517,49,05/25/12 0:00,P,06A,20,,,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,10/6/10 0:00,F,04C,25,C,10/6/10 0:00,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,10/6/10 0:00,F,06C,25,C,10/6/10 0:00,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,02/15/11 0:00,F,04E,30,,,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,02/15/11 0:00,F,06F,30,,,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,02/15/11 0:00,F,10I,30,,,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,07/27/11 0:00,U,06D,20,B,07/27/11 0:00,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,12/20/11 0:00,F,06D,30,,,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,12/20/11 0:00,F,06E,30,,,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,07/23/12 0:00,U,02G,12,B,07/23/12 0:00,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,08/19/13 0:00,F,10F,34,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,11/23/10 0:00,F,04M,31,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,11/23/10 0:00,F,10B,31,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,07/28/11 0:00,F,04H,28,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,07/28/11 0:00,F,06C,28,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,08/9/11 0:00,U,06E,27,B,08/9/11 0:00,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,12/7/11 0:00,F,06D,34,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,01/10/12 0:00,U,06C,18,B,01/10/12 0:00,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,05/16/12 0:00,F,10B,14,,,01:06.2
40849119,HARU SAKE BAR,1,1327,3 AVENUE,10021,2124521028,49,04/24/12 0:00,P,04J,25,,,01:06.2
40849119,HARU SAKE BAR,1,1327,3 AVENUE,10021,2124521028,49,10/2/12 0:00,F,04L,40,,,01:06.2
40849391,ENNJU,1,20,EAST   17 STREET,10003,6463367004,49,05/2/11 0:00,G,02G,51,,,01:06.2
40849391,ENNJU,1,20,EAST   17 STREET,10003,6463367004,49,06/21/12 0:00,U,09C,14,B,06/21/12 0:00,01:06.2
40811513,MONSTER SUSHI,1,22,WEST   46 STREET,10036,2123987707,49,05/17/11 0:00,F,10B,21,C,05/17/11 0:00,01:06.2
40811513,MONSTER SUSHI,1,22,WEST   46 STREET,10036,2123987707,49,10/24/11 0:00,P,02G,23,,,01:06.2
40811513,MONSTER SUSHI,1,22,WEST   46 STREET,10036,2123987707,49,10/24/11 0:00,P,06D,23,,,01:06.2
40811513,MONSTER SUSHI,1,22,WEST   46 STREET,10036,2123987707,49,05/21/12 0:00,D,10F,11,A,05/21/12 0:00,01:06.2
40811513,MONSTER SUSHI,1,22,WEST   46 STREET,10036,2123987707,49,08/19/13 0:00,P,02G,23,,,01:06.2
40812483,SUSHI DAMO,1,330A,WEST   58 STREET,10019,2127078609,49,12/7/10 0:00,U,10F,9,B,12/7/10 0:00,01:06.2
40812483,SUSHI DAMO,1,330A,WEST   58 STREET,10019,2127078609,49,07/12/11 0:00,P,04J,22,,,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,07/19/11 0:00,U,04L,11,B,07/19/11 0:00,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,02/7/12 0:00,F,08C,34,,,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,09/18/12 0:00,P,04L,27,,,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,09/18/12 0:00,P,10F,27,,,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,05/7/13 0:00,F,02G,44,,,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,05/7/13 0:00,F,04H,44,,,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,05/7/13 0:00,F,06C,44,,,01:06.2
40812483,SUSHI DAMO,1,330A,WEST   58 STREET,10019,2127078609,49,03/20/12 0:00,D,02G,12,A,03/20/12 0:00,01:06.2
40812483,SUSHI DAMO,1,330A,WEST   58 STREET,10019,2127078609,49,07/23/12 0:00,F,04H,37,,,01:06.2
40812483,SUSHI DAMO,1,330A,WEST   58 STREET,10019,2127078609,49,07/23/12 0:00,F,06F,37,,,01:06.2
40812483,SUSHI DAMO,1,330A,WEST   58 STREET,10019,2127078609,49,08/6/12 0:00,F,06C,29,C,08/6/12 0:00,01:06.2
40812483,SUSHI DAMO,1,330A,WEST   58 STREET,10019,2127078609,49,02/6/13 0:00,P,02G,14,,,01:06.2
40812946,TSUKUSHI RESTAURANT,1,300,EAST   41 STREET,10017,2125998888,49,10/4/11 0:00,F,10F,44,,,01:06.2
40812946,TSUKUSHI RESTAURANT,1,300,EAST   41 STREET,10017,2125998888,49,03/6/12 0:00,F,04J,54,,,01:06.2
40812946,TSUKUSHI RESTAURANT,1,300,EAST   41 STREET,10017,2125998888,49,08/16/12 0:00,F,06D,31,,,01:06.2
40812946,TSUKUSHI RESTAURANT,1,300,EAST   41 STREET,10017,2125998888,49,09/5/12 0:00,D,10F,12,A,09/5/12 0:00,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,08/25/11 0:00,P,04L,21,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,02/28/12 0:00,F,06C,29,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,08/14/12 0:00,P,10F,22,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,03/6/13 0:00,F,08A,30,,,01:06.2
40819366,HARU,1,1501,BROADWAY,10036,2123989810,49,05/16/12 0:00,D,04L,11,A,05/16/12 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,10/20/10 0:00,F,03B,40,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,12/7/10 0:00,U,10B,21,B,12/7/10 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,07/28/11 0:00,U,04M,18,B,07/28/11 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,06/28/12 0:00,F,04J,51,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,06/28/12 0:00,F,06D,51,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,07/16/12 0:00,F,04C,37,C,07/16/12 0:00,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,08/3/11 0:00,F,02G,49,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,05/21/12 0:00,F,04L,43,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,05/21/12 0:00,F,06F,43,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,12/11/12 0:00,F,06F,32,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,12/31/12 0:00,U,02B,21,B,12/31/12 0:00,01:06.2
40815044,IRON CHEF HOUSE,3,92,CLARK STREET,11201,7188588517,49,01/3/11 0:00,C,04N,7,A,01/3/11 0:00,01:06.2
40815044,IRON CHEF HOUSE,3,92,CLARK STREET,11201,7188588517,49,12/28/11 0:00,F,09B,43,,,01:06.2
40815044,IRON CHEF HOUSE,3,92,CLARK STREET,11201,7188588517,49,01/12/12 0:00,U,02B,23,B,01/12/12 0:00,01:06.2
40815044,IRON CHEF HOUSE,3,92,CLARK STREET,11201,7188588517,49,01/12/12 0:00,U,10B,23,B,01/12/12 0:00,01:06.2
40815044,IRON CHEF HOUSE,3,92,CLARK STREET,11201,7188588517,49,06/5/12 0:00,U,04L,18,B,06/5/12 0:00,01:06.2
40821641,SEO JAPANESE RESTAURANT,1,249,EAST 49 STREET,10017,2123557722,49,10/19/10 0:00,F,04M,70,,,01:06.2
40821641,SEO JAPANESE RESTAURANT,1,249,EAST 49 STREET,10017,2123557722,49,10/19/10 0:00,F,08C,70,,,01:06.2
40821641,SEO JAPANESE RESTAURANT,1,249,EAST 49 STREET,10017,2123557722,49,04/27/11 0:00,P,02G,23,,,01:06.2
40821641,SEO JAPANESE RESTAURANT,1,249,EAST 49 STREET,10017,2123557722,49,08/2/11 0:00,U,08A,27,B,08/2/11 0:00,01:06.2
40821641,SEO JAPANESE RESTAURANT,1,249,EAST 49 STREET,10017,2123557722,49,08/16/12 0:00,F,04C,53,,,01:06.2
40821641,SEO JAPANESE RESTAURANT,1,249,EAST 49 STREET,10017,2123557722,49,02/28/13 0:00,P,06C,26,,,01:06.2
40855243,YUKO NYC,1,1531,YORK AVENUE,10028,2129885800,49,05/19/11 0:00,F,10F,37,,,01:06.2
40855243,YUKO NYC,1,1531,YORK AVENUE,10028,2129885800,49,12/29/11 0:00,F,02G,35,,,01:06.2
40855243,YUKO NYC,1,1531,YORK AVENUE,10028,2129885800,49,12/29/11 0:00,F,06D,35,,,01:06.2
40855243,YUKO NYC,1,1531,YORK AVENUE,10028,2129885800,49,06/27/12 0:00,F,04J,51,,,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,06/15/11 0:00,F,04C,43,,,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,10/16/12 0:00,D,08B,12,A,10/16/12 0:00,01:06.2
40816162,JEWEL BAKO,1,239,EAST 5 STREET,10003,2129791012,49,05/7/13 0:00,F,10B,44,,,01:06.2
40899971,SUSHI ZEN,1,108,WEST   44 STREET,10036,2123020707,49,05/11/11 0:00,D,10F,10,A,05/11/11 0:00,01:06.2
40819366,HARU,1,1501,BROADWAY,10036,2123989810,49,06/9/11 0:00,D,10F,12,A,06/9/11 0:00,01:06.2
40926520,"HAKUBAI, JAZZ at KITANO, BAR LOUNGE",1,66,PARK AVENUE,10016,2128857000,49,07/13/11 0:00,D,04N,13,A,07/13/11 0:00,01:06.2
40926520,"HAKUBAI, JAZZ at KITANO, BAR LOUNGE",1,66,PARK AVENUE,10016,2128857000,49,07/13/11 0:00,D,08A,13,A,07/13/11 0:00,01:06.2
40926520,"HAKUBAI, JAZZ at KITANO, BAR LOUNGE",1,66,PARK AVENUE,10016,2128857000,49,11/28/11 0:00,D,10F,7,A,11/28/11 0:00,01:06.2
40926520,"HAKUBAI, JAZZ at KITANO, BAR LOUNGE",1,66,PARK AVENUE,10016,2128857000,49,04/17/12 0:00,U,04H,11,B,04/17/12 0:00,01:06.2
40821641,SEO JAPANESE RESTAURANT,1,249,EAST 49 STREET,10017,2123557722,49,04/27/11 0:00,P,06D,23,,,01:06.2
40821641,SEO JAPANESE RESTAURANT,1,249,EAST 49 STREET,10017,2123557722,49,02/28/13 0:00,P,02G,26,,,01:06.2
40927698,YOKOHAMA JAPANESE RESTAURANT,2,438,WEST  238 STREET,10463,7185492606,49,01/19/12 0:00,D,06C,7,A,01/19/12 0:00,01:06.2
40927698,YOKOHAMA JAPANESE RESTAURANT,2,438,WEST  238 STREET,10463,7185492606,49,06/20/12 0:00,F,04L,48,,,01:06.2
40927698,YOKOHAMA JAPANESE RESTAURANT,2,438,WEST  238 STREET,10463,7185492606,49,06/20/12 0:00,F,06F,48,,,01:06.2
40927698,YOKOHAMA JAPANESE RESTAURANT,2,438,WEST  238 STREET,10463,7185492606,49,06/20/12 0:00,F,10F,48,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,01/10/11 0:00,F,04H,12,C,01/10/11 0:00,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,08/25/11 0:00,P,02G,21,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,03/22/12 0:00,U,04L,17,B,03/22/12 0:00,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,03/6/13 0:00,F,04L,30,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,03/6/13 0:00,F,10F,30,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,10/20/10 0:00,F,10F,40,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,05/25/11 0:00,P,10B,19,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,02/3/12 0:00,U,08A,10,B,02/3/12 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,07/16/12 0:00,F,02B,37,C,07/16/12 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,07/16/12 0:00,F,04K,37,C,07/16/12 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,02/5/13 0:00,F,10D,31,C,02/5/13 0:00,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,08/3/11 0:00,F,02B,49,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,08/3/11 0:00,F,04M,49,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,08/15/11 0:00,F,10F,15,C,08/15/11 0:00,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,12/14/11 0:00,F,10E,28,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,12/29/11 0:00,U,10B,16,B,12/29/11 0:00,01:06.2
40929922,SUSHIANN,1,38,EAST 51 STREET,10022,2127551780,49,03/29/11 0:00,F,16B,,,,01:06.2
40929922,SUSHIANN,1,38,EAST 51 STREET,10022,2127551780,49,05/11/11 0:00,F,09B,9,C,05/11/11 0:00,01:06.2
40929922,SUSHIANN,1,38,EAST 51 STREET,10022,2127551780,49,10/20/11 0:00,D,02B,9,A,10/20/11 0:00,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,05/21/12 0:00,F,08A,43,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,06/5/12 0:00,U,02G,9,B,06/5/12 0:00,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,12/31/12 0:00,U,02G,21,B,12/31/12 0:00,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,01/6/10 11:32,D,10C,6,,,01:06.2
40849119,HARU SAKE BAR,1,1327,3 AVENUE,10021,2124521028,49,04/24/12 0:00,P,04L,25,,,01:06.2
40849119,HARU SAKE BAR,1,1327,3 AVENUE,10021,2124521028,49,04/24/12 0:00,P,10F,25,,,01:06.2
40849119,HARU SAKE BAR,1,1327,3 AVENUE,10021,2124521028,49,05/23/12 0:00,D,10D,13,A,05/23/12 0:00,01:06.2
40849119,HARU SAKE BAR,1,1327,3 AVENUE,10021,2124521028,49,10/2/12 0:00,F,02G,40,,,01:06.2
40849119,HARU SAKE BAR,1,1327,3 AVENUE,10021,2124521028,49,12/6/12 0:00,D,04L,10,A,12/6/12 0:00,01:06.2
40911251,SUSHI SEKI,1,1143,1 AVENUE                                          ,10065,2123710238,49,04/29/11 0:00,F,10F,64,,,01:06.2
40849391,ENNJU,1,20,EAST   17 STREET,10003,6463367004,49,05/2/11 0:00,G,02B,51,,,01:06.2
40849391,ENNJU,1,20,EAST   17 STREET,10003,6463367004,49,08/16/11 0:00,F,06D,29,,,01:06.2
40849391,ENNJU,1,20,EAST   17 STREET,10003,6463367004,49,09/5/13 0:00,P,02G,20,,,01:06.2
40849391,ENNJU,1,20,EAST   17 STREET,10003,6463367004,49,09/5/13 0:00,P,09B,20,,,01:06.2
40913721,CAFE VIRGO,1,249,EAST   49 STREET,10017,2124211238,49,07/14/11 0:00,D,08C,4,A,07/14/11 0:00,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,02/26/13 0:00,F,10F,54,,,01:06.2
40914031,ISE RESTAURANT,1,56,PINE STREET,10005,2127851600,49,08/19/13 0:00,F,04H,34,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,11/23/10 0:00,F,04H,31,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,12/7/11 0:00,F,08A,34,,,01:06.2
40914495,SUSHI EXCELLENT ASIAN FUSION & LOUNGE,5,366,NEW DORP LANE,10306,7186675362,49,01/10/12 0:00,U,06A,18,B,01/10/12 0:00,01:06.2
40797452,SUSHI SAMBA #7,1,87,7 AVENUE SOUTH,10014,2126917885,49,06/28/11 0:00,D,10B,7,A,06/28/11 0:00,01:06.2
40797452,SUSHI SAMBA #7,1,87,7 AVENUE SOUTH,10014,2126917885,49,03/22/12 0:00,F,10F,38,,,01:06.2
40797452,SUSHI SAMBA #7,1,87,7 AVENUE SOUTH,10014,2126917885,49,02/4/13 0:00,F,04L,28,,,01:06.2
40865169,GINGER,1,109,1 AVENUE,10003,2122606223,49,10/2/12 0:00,F,08A,26,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,04/9/10 12:12,U,04L,7,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,12/20/10 0:00,F,08A,36,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,01/10/11 0:00,F,06F,12,C,01/10/11 0:00,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,02/28/12 0:00,F,04L,29,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,02/28/12 0:00,F,10F,29,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,08/14/12 0:00,P,06D,22,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,08/14/12 0:00,P,10H,22,,,01:06.2
40829831,KO-SUSHI JAPANESE RESTAURANT,1,1619,YORK AVENUE,10028,2127728838,49,08/29/12 0:00,D,08A,10,A,08/29/12 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,10/20/10 0:00,F,04C,40,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,06/28/12 0:00,F,02G,51,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,07/16/12 0:00,F,03D,37,C,07/16/12 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,07/16/12 0:00,F,04M,37,C,07/16/12 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,07/16/12 0:00,F,10F,37,C,07/16/12 0:00,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,01/16/13 0:00,F,02G,34,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,01/16/13 0:00,F,04H,34,,,01:06.2
40832580,EAST JAPANESE RESTAURANT/ BAR,1,253,WEST   55 STREET,10019,2125812240,49,02/5/13 0:00,F,08A,31,C,02/5/13 0:00,01:06.2
40855243,YUKO NYC,1,1531,YORK AVENUE,10028,2129885800,49,07/24/12 0:00,U,04L,17,B,07/24/12 0:00,01:06.2
40855243,YUKO NYC,1,1531,YORK AVENUE,10028,2129885800,49,07/24/12 0:00,U,06C,17,B,07/24/12 0:00,01:06.2
40934037,JIKJI CAFE,4,NKA       ,JFK AIRPORT                                       ,11430,7187512003,49,12/16/11 0:00,F,16B,,,,01:06.2
40934037,JIKJI CAFE,4,NKA       ,JFK AIRPORT                                       ,11430,7187512003,49,12/29/11 0:00,U,10B,16,B,12/29/11 0:00,01:06.2
40934037,JIKJI CAFE,4,NKA       ,JFK AIRPORT                                       ,11430,7187512003,49,09/11/12 0:00,D,08A,12,A,09/11/12 0:00,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,08/3/11 0:00,F,06C,49,,,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,12/29/11 0:00,U,06C,16,B,12/29/11 0:00,01:06.2
40833851,EAST JAPANESE RESTAURANT,1,210,EAST 44 STREET,10017,2126875075,49,05/30/13 0:00,F,02G,42,,,01:06.2
40871763,CAFE ZAIYA,1,18,EAST   41 STREET,10017,2127790600,49,08/16/10 0:00,F,04L,32,,,01:06.2
40871763,CAFE ZAIYA,1,18,EAST   41 STREET,10017,2127790600,49,08/24/10 0:00,F,10B,29,C,08/24/10 0:00,01:06.2
40871763,CAFE ZAIYA,1,18,EAST   41 STREET,10017,2127790600,49,03/1/11 0:00,F,09C,43,,,01:06.2
40871763,CAFE ZAIYA,1,18,EAST   41 STREET,10017,2127790600,49,03/24/11 0:00,U,10F,7,B,03/24/11 0:00,01:06.2
40871763,CAFE ZAIYA,1,18,EAST   41 STREET,10017,2127790600,49,08/31/11 0:00,F,10F,39,,,01:06.2
40871763,CAFE ZAIYA,1,18,EAST   41 STREET,10017,2127790600,49,02/3/12 0:00,F,06E,51,,,01:06.2
40871763,CAFE ZAIYA,1,18,EAST   41 STREET,10017,2127790600,49,01/11/13 0:00,G,02B,78,,,01:06.2
40871763,CAFE ZAIYA,1,18,EAST   41 STREET,10017,2127790600,49,07/15/13 0:00,G,10F,59,,,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,02/22/11 0:00,F,04M,34,,,01:06.2
40848143,WAKAMATSU JAPANESE RESTAURANT,4,70-18,GRAND AVENUE,11378,7188986800,49,08/1/12 0:00,D,04N,10,A,08/1/12 0:00,01:06.2
40849119,HARU SAKE BAR,1,1327,3 AVENUE,10021,2124521028,49,10/2/12 0:00,F,10B,40,,,01:06.2
