"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINECODE","INSPDATE","ACTION","VIOLCODE","SCORE","CURRENTGRADE","GRADEDATE","RECORDDATE"
"40363945","DOMINO'S PIZZA","1","148       ","WEST   72 STREET                                  ","10023","2125010200","62","2013-04-05 00:00:00","D","10A","13","A","2013-04-05 00:00:00","2013-09-13 01:01:06.177000000"
"40363945","DOMINO'S PIZZA","1","148       ","WEST   72 STREET                                  ","10023","2125010200","62","2013-04-05 00:00:00","D","10B","13","A","2013-04-05 00:00:00","2013-09-13 01:01:06.177000000"
"40364139","MITCHEL LONDON FOODS","1","22A       ","EAST   65 STREET                                  ","10065","2127372850","03","2013-08-22 00:00:00","D","10F","9","A","2013-08-22 00:00:00","2013-09-13 01:01:06.177000000"
"40364149","AUNTIE ANNE'S PRETZELS TRACK 18","1","0         ","34 STREET                                         ","10001","2122396882","07","2013-04-29 00:00:00","D","10F","12","A","2013-04-29 00:00:00","2013-09-13 01:01:06.177000000"
"40363804","WINTER CATERERS","5","584","RICHMOND ROAD","10304","7184427203","03","2013-07-10 00:00:00","D","08A","13","A","2013-07-10 00:00:00","2013-09-13 01:01:06.177000000"
"40363945","DOMINO'S PIZZA","1","148       ","WEST   72 STREET                                  ","10023","2125010200","62","2013-04-05 00:00:00","D","10F","13","A","2013-04-05 00:00:00","2013-09-13 01:01:06.177000000"
"40364149","AUNTIE ANNE'S PRETZELS TRACK 18","1","0         ","34 STREET                                         ","10001","2122396882","07","2013-04-29 00:00:00","D","04L","12","A","2013-04-29 00:00:00","2013-09-13 01:01:06.177000000"
"40363914","ROTHSCHILD CAFETERIA","1","1251","6 AVENUE","10020","2124033500","03","2013-04-26 00:00:00","D","02G","12","A","2013-04-26 00:00:00","2013-09-13 01:01:06.177000000"
"40363920","GOLDEN PAVILLION","3","976","RUTLAND ROAD","11212","7187357707","20","2013-03-26 00:00:00","D","10F","10","A","2013-03-26 00:00:00","2013-09-13 01:01:06.177000000"
"40367749","LENNY'S CLAM BAR","4","161-03","CROSSBAY BOULEVARD","11414","7188455100","72","2013-08-22 00:00:00","U","06F","26","Z","2013-08-22 00:00:00","2013-09-13 01:01:06.177000000"
"40364262","TERMINAL CAFE/YANKEE CLIPPER","4","LA","GUARDIA AIRPORT PARKING","11371","9172998133","03","2013-05-10 00:00:00","D","08B","10","A","2013-05-10 00:00:00","2013-09-13 01:01:06.177000000"
"40364286","PLAZA BAGELS & DELI","5","73","NEW DORP PLAZA","10306","7183513906","27","2013-04-24 00:00:00","D","02G","7","A","2013-04-24 00:00:00","2013-09-13 01:01:06.177000000"
"40364304","TEXAS ROTISSERIE","1","94","FULTON STREET","10038","2125666666","10","2013-05-02 00:00:00","D","10F","13","A","2013-05-02 00:00:00","2013-09-13 01:01:06.177000000"
"40369869","JIM BRADY'S RESTAURANT","1","75","MAIDEN LANE","10038","2124251300","47","2013-08-16 00:00:00","D","10F","11","A","2013-08-16 00:00:00","2013-09-13 01:01:06.177000000"
"40369895","PIPERS KILT","2","170","WEST 231 STREET","10463","3476207880","03","2013-05-21 00:00:00","U","04H","19","B","2013-05-21 00:00:00","2013-09-13 01:01:06.177000000"
"40364262","TERMINAL CAFE/YANKEE CLIPPER","4","LA","GUARDIA AIRPORT PARKING","11371","9172998133","03","2013-05-10 00:00:00","D","06C","10","A","2013-05-10 00:00:00","2013-09-13 01:01:06.177000000"
"40364299","B & M HOT BAGEL & GROCERY","5","203","GIFFORDS LANE","10308","7189668445","27","2013-01-24 00:00:00","D","08A","13","A","2013-01-24 00:00:00","2013-09-13 01:01:06.177000000"
"40364304","TEXAS ROTISSERIE","1","94","FULTON STREET","10038","2125666666","10","2013-05-02 00:00:00","D","06B","13","A","2013-05-02 00:00:00","2013-09-13 01:01:06.177000000"
"40364179","SPOON BREAD CATERING","1","364       ","WEST  110 STREET                                  ","10025","2128656744","03","2013-03-25 00:00:00","U","02G","12","A","2013-03-25 00:00:00","2013-09-13 01:01:06.177000000"
"40364220","KOSHER BAGEL HOLE","3","1423","AVENUE J","11230","7182584150","50","2012-12-06 00:00:00","D","09C","9","A","2012-12-06 00:00:00","2013-09-13 01:01:06.177000000"
"40364296","HAPPY GARDEN","2","277","EAST KINGSBRIDGE ROAD","10458","7182955588","20","2013-03-19 00:00:00","D","10F","10","A","2013-03-19 00:00:00","2013-09-13 01:01:06.177000000"
"40364299","B & M HOT BAGEL & GROCERY","5","203","GIFFORDS LANE","10308","7189668445","27","2013-01-24 00:00:00","D","04L","13","A","2013-01-24 00:00:00","2013-09-13 01:01:06.177000000"
"40364299","B & M HOT BAGEL & GROCERY","5","203","GIFFORDS LANE","10308","7189668445","27","2013-01-24 00:00:00","D","09C","13","A","2013-01-24 00:00:00","2013-09-13 01:01:06.177000000"
"40364304","TEXAS ROTISSERIE","1","94","FULTON STREET","10038","2125666666","10","2013-05-02 00:00:00","D","10B","13","A","2013-05-02 00:00:00","2013-09-13 01:01:06.177000000"
"40364363","MANHEM CLUB","2","658","CLARENCE AVE","10465","7188228965","03","2012-07-11 00:00:00","D","08A","10","A","2012-07-11 00:00:00","2013-09-13 01:01:06.177000000"
"40364439","SEVILLE RESTAURANT","1","62","CHARLES STREET","10014","2129293189","53","2013-05-20 00:00:00","D","10F","11","A","2013-05-20 00:00:00","2013-09-13 01:01:06.177000000"
"40364449","GOTTSCHEER HALL","4","657","FAIRVIEW AVENUE","11385","7183663030","37","2013-03-12 00:00:00","D","10A","2","A","2013-03-12 00:00:00","2013-09-13 01:01:06.177000000"
"40367860","LB SPUMONI GARDENS","3","2725A","86 STREET","11223","7184491230","62","2013-05-09 00:00:00","F","04L","27","B","2013-05-09 00:00:00","2013-09-13 01:01:06.177000000"
"40367870","AMORE PIZZERIA & RESTAURANT","4","30-27","STRATTON STREET","11354","7184450579","63","2013-06-12 00:00:00","D","04H","13","A","2013-06-12 00:00:00","2013-09-13 01:01:06.177000000"
"40368022","COOL ZONE","2","2300","SOUTHERN BOULEVARD","10460","7182205069","03","2013-05-22 00:00:00","D","04L","11","A","2013-05-22 00:00:00","2013-09-13 01:01:06.177000000"
"40368022","COOL ZONE","2","2300","SOUTHERN BOULEVARD","10460","7182205069","03","2013-05-22 00:00:00","D","08A","11","A","2013-05-22 00:00:00","2013-09-13 01:01:06.177000000"
"40368065","FORD FOUNDATION CAFETERIA","1","320","EAST 43 STREET","10017","2125734749","03","2013-04-04 00:00:00","D","02G","11","A","2013-04-04 00:00:00","2013-09-13 01:01:06.177000000"
"40368157","ELEPHANT & CASTLE","1","68","GREENWICH AVENUE","10011","2122431400","03","2013-07-05 00:00:00","D","06D","11","A","2013-07-05 00:00:00","2013-09-13 01:01:06.177000000"
"40368207","MILL BASIN KOSHER DELI","3","5823","AVENUE T","11234","7182414910","50","2013-09-10 00:00:00","U","02H","27","Z","2013-09-10 00:00:00","2013-09-13 01:01:06.177000000"
"40368291","COLONNADE DINER","5","2001","HYLAN BOULEVARD","10306","7183512900","03","2013-04-01 00:00:00","D","06D","13","A","2013-04-01 00:00:00","2013-09-13 01:01:06.177000000"
"40364347","METROPOLITAN CLUB","1","1","EAST   60 STREET","10022","2128387400","03","2013-04-02 00:00:00","D","10F","13","A","2013-04-02 00:00:00","2013-09-13 01:01:06.177000000"
"40364389","OLD TOWN BAR & RESTAURANT","1","45","EAST 18 STREET","10003","2125296732","03","2013-04-24 00:00:00","F","10F","36","C","2013-04-24 00:00:00","2013-09-13 01:01:06.177000000"
"40369928","REME RESTAURANT","1","4021","BROADWAY","10032","2129235452","03","2013-04-01 00:00:00","D","04H","9","A","2013-04-01 00:00:00","2013-09-13 01:01:06.177000000"
"40369940","THE NEW AMITY RESTAURANT","1","1134","MADISON AVENUE","10028","2128613255","03","2013-09-04 00:00:00","U","02G","18","Z","2013-09-04 00:00:00","2013-09-13 01:01:06.177000000"
"40369954","VOLARE RESTAURANT","1","147       ","WEST FOURTH STREET                                ","10012","2127772849","48","2013-05-20 00:00:00","U","10B","22","B","2013-05-20 00:00:00","2013-09-13 01:01:06.177000000"
"40369957","ODESSA BAR & CAFE","1","117","AVENUE A","10009","2122531470","03","2013-04-11 00:00:00","D","10F","12","A","2013-04-11 00:00:00","2013-09-13 01:01:06.177000000"
"40364510","DANISH ATHLETIC CLUB","3","735","65 STREET","11220","7187487844","03","2013-04-03 00:00:00","F","04C","50","C","2013-04-03 00:00:00","2013-09-13 01:01:06.177000000"
"40364518","7B BAR","1","108","AVENUE B","10009","2126776742","03","2012-10-22 00:00:00","D","10B","12","A","2012-10-22 00:00:00","2013-09-13 01:01:06.177000000"
"40364529","BEN-BEST DELI & RESTAURANT","4","96-40","QUEENS BOULEVARD","11374","7188971700","50","2013-04-26 00:00:00","D","06E","8","A","2013-04-26 00:00:00","2013-09-13 01:01:06.177000000"
"40364467","NYAC MAIN DINING ROOM","1","180","CENTRAL PARK SOUTH","10019","2127677000","03","2013-07-29 00:00:00","D","09C","2","A","2013-07-29 00:00:00","2013-09-13 01:01:06.177000000"
"40364510","DANISH ATHLETIC CLUB","3","735","65 STREET","11220","7187487844","03","2013-04-03 00:00:00","F","09B","50","C","2013-04-03 00:00:00","2013-09-13 01:01:06.177000000"
"40364347","METROPOLITAN CLUB","1","1","EAST   60 STREET","10022","2128387400","03","2013-04-02 00:00:00","D","08A","13","A","2013-04-02 00:00:00","2013-09-13 01:01:06.177000000"
"40364373","ISLE OF CAPRI RESTURANT","1","1028      ","3 AVENUE                                          ","10065","2127581902","48","2013-05-03 00:00:00","D","04H","10","A","2013-05-03 00:00:00","2013-09-13 01:01:06.177000000"
"40364389","OLD TOWN BAR & RESTAURANT","1","45","EAST 18 STREET","10003","2125296732","03","2013-04-24 00:00:00","F","08A","36","C","2013-04-24 00:00:00","2013-09-13 01:01:06.177000000"
"40364576","TOUT VA BIEN","1","311","WEST 51 STREET","10019","2122650190","35","2013-07-17 00:00:00","F","02G","36","C","2013-07-17 00:00:00","2013-09-13 01:01:06.177000000"
"40364668","MARCHIS RESTAURANT","1","251","EAST 31 STREET","10016","2126792494","48","2013-06-19 00:00:00","F","08C","32","C","2013-06-19 00:00:00","2013-09-13 01:01:06.177000000"
"40364681","TOWNE CAFE","3","2602","EAST   15 STREET","11235","7186469827","03","2013-04-27 00:00:00","D","08C","9","A","2013-04-27 00:00:00","2013-09-13 01:01:06.177000000"
"40364744","NEW PARK PIZZERIA & RESTAURANT","4","156-71","CROSSBAY BOULEVARD","11414","7186413082","63","2013-06-12 00:00:00","D","04H","12","A","2013-06-12 00:00:00","2013-09-13 01:01:06.177000000"
"40364863","SERENDIPITY 3","1","225","EAST   60 STREET","10022","2128383531","03","2013-01-16 00:00:00","D","06D","10","A","2013-01-16 00:00:00","2013-09-13 01:01:06.177000000"
"40364889","MELODY LANES","3","461","37 STREET","11232","7188322695","03","2012-12-06 00:00:00","D","10E","12","A","2012-12-06 00:00:00","2013-09-13 01:01:06.177000000"
"40364439","SEVILLE RESTAURANT","1","62","CHARLES STREET","10014","2129293189","53","2013-05-20 00:00:00","D","06D","11","A","2013-05-20 00:00:00","2013-09-13 01:01:06.177000000"
"40364443","CRIMINAL COURT BLDG CAFETERIA","1","100","CENTRE STREET","10013","2129621037","03","2013-03-08 00:00:00","D","06C","12","A","2013-03-08 00:00:00","2013-09-13 01:01:06.177000000"
"40364518","7B BAR","1","108","AVENUE B","10009","2126776742","03","2012-10-22 00:00:00","D","10F","12","A","2012-10-22 00:00:00","2013-09-13 01:01:06.177000000"
"40370011","THE ORIENT RESTAURANT","2","3746","BOSTON ROAD","10469","7187986666","20","2013-04-10 00:00:00","U","08A","21","B","2013-04-10 00:00:00","2013-09-13 01:01:06.177000000"
"40370167","BURGER KING","4","222-10","NORTHERN BOULEVARD","11361","7182251695","39","2013-07-22 00:00:00","D","10F","11","A","2013-07-22 00:00:00","2013-09-13 01:01:06.177000000"
"40370239","BURGER KING","4","144-74","NORTHERN BOULEVARD","11354","7184633917","39","2013-05-02 00:00:00","D","06D","13","A","2013-05-02 00:00:00","2013-09-13 01:01:06.177000000"
"40364355","PALM RESTAURANT","1","837","2 AVENUE","10017","2126872953","03","2013-02-26 00:00:00","D","04L","11","A","2013-02-26 00:00:00","2013-09-13 01:01:06.177000000"
"40364362","21 CLUB","1","21","WEST   52 STREET","10019","2125827200","03","2013-08-13 00:00:00","U","04H","24","Z","2013-08-13 00:00:00","2013-09-13 01:01:06.177000000"
"40364363","MANHEM CLUB","2","658","CLARENCE AVE","10465","7188228965","03","2012-07-11 00:00:00","D","04L","10","A","2012-07-11 00:00:00","2013-09-13 01:01:06.177000000"
"40364510","DANISH ATHLETIC CLUB","3","735","65 STREET","11220","7187487844","03","2013-04-03 00:00:00","F","04H","50","C","2013-04-03 00:00:00","2013-09-13 01:01:06.177000000"
"40364956","THE NEW STARLING ATHLETIC CLUB OF THE BRONX","2","2222","HAVILAND AVENUE","10462","7188229004","03","2013-03-14 00:00:00","D","02B","12","A","2013-03-14 00:00:00","2013-09-13 01:01:06.177000000"
"40364958","WHITE HORSE TAVERN","1","567","HUDSON STREET","10014","2129893956","03","2013-07-25 00:00:00","D","02G","7","A","2013-07-25 00:00:00","2013-09-13 01:01:06.177000000"
"40368552","SAMMY'S STEAKHOUSE","1","155-157   ","CHRISTIE ST.                                      ","10002","2126730330","78","2013-04-12 00:00:00","U","06C","26","B","2013-04-12 00:00:00","2013-09-13 01:01:06.177000000"
"40368555","IL CORTILE RESTAURANT","1","123","MULBERRY STREET","10013","2122266060","48","2013-06-06 00:00:00","D","06D","10","A","2013-06-06 00:00:00","2013-09-13 01:01:06.177000000"
"40368555","IL CORTILE RESTAURANT","1","123","MULBERRY STREET","10013","2122266060","48","2013-06-06 00:00:00","D","06E","10","A","2013-06-06 00:00:00","2013-09-13 01:01:06.177000000"
"40364668","MARCHIS RESTAURANT","1","251","EAST 31 STREET","10016","2126792494","48","2013-06-19 00:00:00","F","04N","32","C","2013-06-19 00:00:00","2013-09-13 01:01:06.177000000"
"40364668","MARCHIS RESTAURANT","1","251","EAST 31 STREET","10016","2126792494","48","2013-06-19 00:00:00","F","05D","32","C","2013-06-19 00:00:00","2013-09-13 01:01:06.177000000"
"40364668","MARCHIS RESTAURANT","1","251","EAST 31 STREET","10016","2126792494","48","2013-06-19 00:00:00","F","10F","32","C","2013-06-19 00:00:00","2013-09-13 01:01:06.177000000"
"40364858","DOUGLASTON CLUB","4","600       ","WEST DRIVE                                        ","11363","7182293900","03","2013-06-13 00:00:00","D","04L","13","A","2013-06-13 00:00:00","2013-09-13 01:01:06.177000000"
"40364439","SEVILLE RESTAURANT","1","62","CHARLES STREET","10014","2129293189","53","2013-05-20 00:00:00","D","09B","11","A","2013-05-20 00:00:00","2013-09-13 01:01:06.177000000"
"40364510","DANISH ATHLETIC CLUB","3","735","65 STREET","11220","7187487844","03","2013-04-03 00:00:00","F","04M","50","C","2013-04-03 00:00:00","2013-09-13 01:01:06.177000000"
"40364510","DANISH ATHLETIC CLUB","3","735","65 STREET","11220","7187487844","03","2013-04-03 00:00:00","F","10F","50","C","2013-04-03 00:00:00","2013-09-13 01:01:06.177000000"
"40364572","DONOHUE'S STEAK HOUSE","1","845       ","LEXINGTON AVENUE                                  ","10065","2127440938","78","2013-03-21 00:00:00","D","10F","8","A","2013-03-21 00:00:00","2013-09-13 01:01:06.177000000"
"40364668","MARCHIS RESTAURANT","1","251","EAST 31 STREET","10016","2126792494","48","2013-06-19 00:00:00","F","04L","32","C","2013-06-19 00:00:00","2013-09-13 01:01:06.177000000"
"40364715","OLD HOMESTEAD","1","56","9 AVENUE","10011","2122429040","03","2013-06-10 00:00:00","D","10F","12","A","2013-06-10 00:00:00","2013-09-13 01:01:06.177000000"
"40370243","MUGHLAI RESTAURANT","1","320","COLUMBUS AVENUE","10023","2127246363","44","2013-07-29 00:00:00","D","06F","5","A","2013-07-29 00:00:00","2013-09-13 01:01:06.177000000"
"40370342","GREENPOINT TAVERN","3","188","BEDFORD AVENUE","11249","7183849539","03","2013-03-21 00:00:00","D","06D","12","A","2013-03-21 00:00:00","2013-09-13 01:01:06.177000000"
"40370356","MCDONALD'S","5","3267","RICHMOND AVENUE","10312","7189483800","39","2013-03-12 00:00:00","D","10D","6","A","2013-03-12 00:00:00","2013-09-13 01:01:06.177000000"
"40364518","7B BAR","1","108","AVENUE B","10009","2126776742","03","2012-10-22 00:00:00","D","04H","12","A","2012-10-22 00:00:00","2013-09-13 01:01:06.177000000"
"40364576","TOUT VA BIEN","1","311","WEST 51 STREET","10019","2122650190","35","2013-07-17 00:00:00","F","04A","36","C","2013-07-17 00:00:00","2013-09-13 01:01:06.177000000"
"40364610","GREAT KILLS YACHT CLUB","5","37","MANSION AVE","10308","7189489615","03","2012-06-09 00:00:00","D","10F","8","A","2012-06-09 00:00:00","2013-09-13 01:01:06.177000000"
"40365423","REYNOLD'S BAR","1","4241","BROADWAY","10033","2129238927","03","2013-08-19 00:00:00","U","04A","23","B","2013-08-19 00:00:00","2013-09-13 01:01:06.177000000"
"40365472","SPAIN","1","113       ","WEST   13 STREET                                  ","10011","2129299580","77","2013-01-14 00:00:00","D","10B","9","A","2013-01-14 00:00:00","2013-09-13 01:01:06.177000000"
"40365499","YANKEE TAVERN","2","72","EAST  161 STREET","10451","7182926130","03","2013-07-29 00:00:00","D","10F","10","A","2013-07-29 00:00:00","2013-09-13 01:01:06.177000000"
"40368763","THE BROOK","1","111","EAST 54 STREET","10022","2127537020","03","2013-05-16 00:00:00","U","10B","15","A","2013-05-16 00:00:00","2013-09-13 01:01:06.177000000"
"40364576","TOUT VA BIEN","1","311","WEST 51 STREET","10019","2122650190","35","2013-07-17 00:00:00","F","02H","36","C","2013-07-17 00:00:00","2013-09-13 01:01:06.177000000"
"40364576","TOUT VA BIEN","1","311","WEST 51 STREET","10019","2122650190","35","2013-07-17 00:00:00","F","04L","36","C","2013-07-17 00:00:00","2013-09-13 01:01:06.177000000"
"40364610","GREAT KILLS YACHT CLUB","5","37","MANSION AVE","10308","7189489615","03","2012-06-09 00:00:00","D","06D","8","A","2012-06-09 00:00:00","2013-09-13 01:01:06.177000000"
"40364691","DINING ROOM","1","1-A","EAST 77 STREET","10075","2127341468","23","2013-04-03 00:00:00","U","08A","18","B","2013-04-03 00:00:00","2013-09-13 01:01:06.177000000"
"40364715","OLD HOMESTEAD","1","56","9 AVENUE","10011","2122429040","03","2013-06-10 00:00:00","D","10D","12","A","2013-06-10 00:00:00","2013-09-13 01:01:06.177000000"
"40364920","RIZZO'S FINE PIZZA","4","30-13","STEINWAY STREET","11103","7187219862","62","2012-10-24 00:00:00","D","10B","10","A","2012-10-24 00:00:00","2013-09-13 01:01:06.177000000"
"40365043","SHELL LANES","3","1","BOUCK COURT","11223","7183366700","03","2013-03-21 00:00:00","F","06C","29","C","2013-03-21 00:00:00","2013-09-13 01:01:06.177000000"
"40365043","SHELL LANES","3","1","BOUCK COURT","11223","7183366700","03","2013-03-21 00:00:00","F","10I","29","C","2013-03-21 00:00:00","2013-09-13 01:01:06.177000000"
"40365288","KEATS RESTAURANT","1","842","2 AVENUE","10017","2126825490","03","2013-05-28 00:00:00","D","10F","2","A","2013-05-28 00:00:00","2013-09-13 01:01:06.177000000"
"40370497","CUCINA VIVOLO","1","138-140   ","EAST   74 STREET                                  ","10021","2127174700","48","2013-04-12 00:00:00","D","06C","13","A","2013-04-12 00:00:00","2013-09-13 01:01:06.177000000"
"40370497","CUCINA VIVOLO","1","138-140   ","EAST   74 STREET                                  ","10021","2127174700","48","2013-04-12 00:00:00","D","10B","13","A","2013-04-12 00:00:00","2013-09-13 01:01:06.177000000"
"40370507","THE PLAYERS CLUB","1","16","GRAMERCY PARK SOUTH","10003","2124756116","03","2013-02-19 00:00:00","D","02G","10","A","2013-02-19 00:00:00","2013-09-13 01:01:06.177000000"
"40370519","DIVERS COVE","4","29-01","FRANCIS LEWIS BOULEVARD","11358","7183529631","03","2013-04-24 00:00:00","D","04H","7","A","2013-04-24 00:00:00","2013-09-13 01:01:06.177000000"
"40365526","MORAN'S CHELSEA","1","146","10 AVENUE","10011","2126273030","23","2013-09-10 00:00:00","D","02G","12","A","2013-09-10 00:00:00","2013-09-13 01:01:06.177000000"
"40365627","JAHN'S RESTAURANT","4","81-04     ","37 AVENUE                                         ","11372","7186510700","03","2013-08-14 00:00:00","D","04H","9","A","2013-08-14 00:00:00","2013-09-13 01:01:06.177000000"
"40364691","DINING ROOM","1","1-A","EAST 77 STREET","10075","2127341468","23","2013-04-03 00:00:00","U","04M","18","B","2013-04-03 00:00:00","2013-09-13 01:01:06.177000000"
"40364715","OLD HOMESTEAD","1","56","9 AVENUE","10011","2122429040","03","2013-06-10 00:00:00","D","10B","12","A","2013-06-10 00:00:00","2013-09-13 01:01:06.177000000"
"40365022","LABETTI'S POST # 2159","5","390","HYLAN BOULEVARD","10305","7184429312","03","2013-06-15 00:00:00","D","08A","13","A","2013-06-15 00:00:00","2013-09-13 01:01:06.177000000"
"40365043","SHELL LANES","3","1","BOUCK COURT","11223","7183366700","03","2013-03-21 00:00:00","F","10E","29","C","2013-03-21 00:00:00","2013-09-13 01:01:06.177000000"
"40364920","RIZZO'S FINE PIZZA","4","30-13","STEINWAY STREET","11103","7187219862","62","2012-10-24 00:00:00","D","06E","10","A","2012-10-24 00:00:00","2013-09-13 01:01:06.177000000"
"40364956","THE NEW STARLING ATHLETIC CLUB OF THE BRONX","2","2222","HAVILAND AVENUE","10462","7188229004","03","2013-03-14 00:00:00","D","06D","12","A","2013-03-14 00:00:00","2013-09-13 01:01:06.177000000"
"40365043","SHELL LANES","3","1","BOUCK COURT","11223","7183366700","03","2013-03-21 00:00:00","F","06D","29","C","2013-03-21 00:00:00","2013-09-13 01:01:06.177000000"
"40365075","MCSORLEY'S OLD ALE HOUSE","1","15","EAST    7 STREET","10003","2122542570","47","2013-06-12 00:00:00","D","10B","8","A","2013-06-12 00:00:00","2013-09-13 01:01:06.177000000"
"40365293","ANGELO OF MULBERRY ST.","1","146","MULBERRY STREET","10013","2129661277","48","2013-03-14 00:00:00","D","04M","13","A","2013-03-14 00:00:00","2013-09-13 01:01:06.177000000"
"40365324","OYSTER BAR","1","842","7 AVENUE","10019","2125866525","72","2013-03-15 00:00:00","D","06F","7","A","2013-03-15 00:00:00","2013-09-13 01:01:06.177000000"
"40365348","PANCHITOS","1","103","MACDOUGAL STREET","10012","2124735239","55","2013-03-20 00:00:00","D","06C","13","A","2013-03-20 00:00:00","2013-09-13 01:01:06.177000000"
"40365355","NEW CORNER","3","7201","8 AVENUE","11228","7188330800","48","2013-07-09 00:00:00","D","02B","9","A","2013-07-09 00:00:00","2013-09-13 01:01:06.177000000"
"40365414","LE PERIGORD","1","405       ","EAST   52 STREET                                  ","10022","2127556244","35","2013-04-08 00:00:00","U","02B","22","B","2013-04-08 00:00:00","2013-09-13 01:01:06.177000000"
"40365098","FORLINIS RESTAURANT","1","93","BAXTER STREET","10013","2123496779","48","2012-10-23 00:00:00","D","08A","12","A","2012-10-23 00:00:00","2013-09-13 01:01:06.177000000"
"40365280","COMO PIZZA","1","4035","BROADWAY","10032","2129287867","62","2013-02-04 00:00:00","D","10F","10","A","2013-02-04 00:00:00","2013-09-13 01:01:06.177000000"
"40365692","JOYCE'S TAVERN","5","3823","RICHMOND AVENUE","10312","7189849699","03","2013-04-01 00:00:00","D","04O","12","A","2013-04-01 00:00:00","2013-09-13 01:01:06.177000000"
"40365709","IL VAGABONDO RESTAURANT","1","351       ","EAST   62 STREET                                  ","10065","2128329221","48","2013-06-10 00:00:00","U","06B","27","B","2013-06-10 00:00:00","2013-09-13 01:01:06.177000000"
"40365726","BARBETTA RESTAURANT","1","319-321   ","323 W. 46TH ST.                                   ","10036","2122469171","48","2013-04-27 00:00:00","F","04L","9","A","2013-04-27 00:00:00","2013-09-13 01:01:06.177000000"
"40365726","BARBETTA RESTAURANT","1","319-321   ","323 W. 46TH ST.                                   ","10036","2122469171","48","2013-04-27 00:00:00","F","08A","9","A","2013-04-27 00:00:00","2013-09-13 01:01:06.177000000"
"40365784","GARGIULO'S RESTAURANT/CATERING","3","2911      ","WEST   15 STREET                                  ","11224","7182664891","48","2013-06-12 00:00:00","D","02H","9","A","2013-06-12 00:00:00","2013-09-13 01:01:06.177000000"
"40370880","DEWAR'S RESTAURANT","3","807","NOSTRAND AVENUE","11225","7187350062","17","2013-03-05 00:00:00","F","05D","12","A","2013-03-05 00:00:00","2013-09-13 01:01:06.177000000"
"40370935","TOKUBEI 86","1","314","EAST   86 STREET","10028","2126285334","49","2013-08-15 00:00:00","D","02G","13","A","2013-08-15 00:00:00","2013-09-13 01:01:06.177000000"
"40369213","WHITESTONE LANES","4","30-05","WHITESTONE EXPRESSWAY","11354","7183536300","03","2013-06-08 00:00:00","U","04L","13","A","2013-06-08 00:00:00","2013-09-13 01:01:06.177000000"
"40369287","TWO STEPS DOWN","3","240       ","DE KALB AVENUE                                    ","11205","7183992020","03","2013-02-22 00:00:00","D","10B","12","A","2013-02-22 00:00:00","2013-09-13 01:01:06.177000000"
"40369400","WHITE HORSE TAVERN","1","25","BRIDGE STREET","10004","2126689046","03","2013-03-22 00:00:00","U","02A","15","B","2013-03-22 00:00:00","2013-09-13 01:01:06.177000000"
"40365526","MORAN'S CHELSEA","1","146","10 AVENUE","10011","2126273030","23","2013-09-10 00:00:00","D","10F","12","A","2013-09-10 00:00:00","2013-09-13 01:01:06.177000000"
"40365120","SOUTH SHORE SWIMMING CLUB","5","6736","HYLAN BOULEVARD","10309","7182274285","03","2013-08-20 00:00:00","U","02G","19","B","2013-08-20 00:00:00","2013-09-13 01:01:06.177000000"
"40365120","SOUTH SHORE SWIMMING CLUB","5","6736","HYLAN BOULEVARD","10309","7182274285","03","2013-08-20 00:00:00","U","04A","19","B","2013-08-20 00:00:00","2013-09-13 01:01:06.177000000"
"40365166","CORNER BISTRO","1","331       ","WEST    4 STREET                                  ","10014","2122429502","03","2013-05-15 00:00:00","D","10F","4","A","2013-05-15 00:00:00","2013-09-13 01:01:06.177000000"
"40365893","MCDWYERS PUB","2","331       ","EAST  204 STREET                                  ","10467","3474270519","47","2013-09-11 00:00:00","U","04N","22","Z","2013-09-11 00:00:00","2013-09-13 01:01:06.177000000"
"40365893","MCDWYERS PUB","2","331       ","EAST  204 STREET                                  ","10467","3474270519","47","2013-09-11 00:00:00","U","08A","22","Z","2013-09-11 00:00:00","2013-09-13 01:01:06.177000000"
"40365348","PANCHITOS","1","103","MACDOUGAL STREET","10012","2124735239","55","2013-03-20 00:00:00","D","02G","13","A","2013-03-20 00:00:00","2013-09-13 01:01:06.177000000"
"40370946","SIZZLER","4","100-27    ","METROPOLITAN AVE","11375","7185444376","03","2013-04-09 00:00:00","U","04K","17","B","2013-04-09 00:00:00","2013-09-13 01:01:06.177000000"
"40370946","SIZZLER","4","100-27    ","METROPOLITAN AVE","11375","7185444376","03","2013-04-09 00:00:00","U","10B","17","B","2013-04-09 00:00:00","2013-09-13 01:01:06.177000000"
"40365942","HOP KEE RESTAURANT","1","21","MOTT STREET","10013","2129648365","20","2013-04-30 00:00:00","D","02G","11","A","2013-04-30 00:00:00","2013-09-13 01:01:06.177000000"
"40365968","NANCY WHISKEY PUB","1","1","LISPENARD ST","10013","2122269943","03","2012-09-17 00:00:00","D","04L","12","A","2012-09-17 00:00:00","2013-09-13 01:01:06.177000000"
"40366132","DENINO'S PIZZERIA TAVERN","5","524","RICHMOND AVENUE","10302","7184429401","63","2013-03-28 00:00:00","U","04L","20","B","2013-03-28 00:00:00","2013-09-13 01:01:06.177000000"
